DX_CLASS,ICD9_CD_NODOT,ICD9_CD,ICD10_CD_NODOT,ICD10_CD,ICD9_LDESC,ICD10_LDESC,LIST,sort
Substance Abuse Disorder,30460,304.6,F19250,F19.250,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,10,0
Substance Abuse Disorder,30460,304.6,F19251,F19.251,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations,10,0
Substance Abuse Disorder,30460,304.6,F19259,F19.259,"Other specified drug dependence, unspecified","Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",10,0
Substance Abuse Disorder,30460,304.6,F1926,F19.26,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced persisting amnestic disorder,10,0
Substance Abuse Disorder,30460,304.6,F1927,F19.27,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced persisting dementia,10,0
Substance Abuse Disorder,30460,304.6,F19280,F19.280,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced anxiety disorder,10,0
Substance Abuse Disorder,30460,304.6,F19281,F19.281,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced sexual dysfunction,10,0
Substance Abuse Disorder,30460,304.6,F19282,F19.282,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with psychoactive substance-induced sleep disorder,10,0
Substance Abuse Disorder,30460,304.6,F19288,F19.288,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with other psychoactive substance-induced disorder,10,0
Substance Abuse Disorder,30460,304.6,F1929,F19.29,"Other specified drug dependence, unspecified",Other psychoactive substance dependence with unspecified psychoactive substance-induced disorder,10,0
Substance Abuse Disorder,30461,304.61,F1920,F19.20,"Other specified drug dependence, continuous","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30462,304.62,F1920,F19.20,"Other specified drug dependence, episodic","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30463,304.63,F1821,F18.21,"Other specified drug dependence, in remission","Inhalant dependence, in remission",10,0
Substance Abuse Disorder,30463,304.63,F1921,F19.21,"Other specified drug dependence, in remission","Other psychoactive substance dependence, in remission",9,0
Substance Abuse Disorder,30470,304.7,F1920,F19.20,"Combinations of opioid type drug with any other drug dependence, unspecified","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30471,304.71,F1920,F19.20,"Combinations of opioid type drug with any other drug dependence, continuous","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30472,304.72,F1920,F19.20,"Combinations of opioid type drug with any other drug dependence, episodic","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30480,304.8,F1920,F19.20,"Combinations of drug dependence excluding opioid type drug, unspecified","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30481,304.81,F1920,F19.20,"Combinations of drug dependence excluding opioid type drug, continuous","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30482,304.82,F1920,F19.20,"Combinations of drug dependence excluding opioid type drug, episodic","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30490,304.9,F1920,F19.20,"Unspecified drug dependence, unspecified","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30491,304.91,F1920,F19.20,"Unspecified drug dependence, continuous","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30492,304.92,F1920,F19.20,"Unspecified drug dependence, episodic","Other psychoactive substance dependence, uncomplicated",9,0
Substance Abuse Disorder,30500,305,F1010,F10.10,"Alcohol abuse, unspecified","Alcohol abuse, uncomplicated",9,0
Substance Abuse Disorder,30500,305,F10120,F10.120,"Alcohol abuse, unspecified","Alcohol abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30500,305,F10129,F10.129,"Alcohol abuse, unspecified","Alcohol abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,30501,305.01,F1010,F10.10,"Alcohol abuse, continuous","Alcohol abuse, uncomplicated",9,0
Substance Abuse Disorder,30501,305.01,F10120,F10.120,"Alcohol abuse, continuous","Alcohol abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30501,305.01,F10129,F10.129,"Alcohol abuse, continuous","Alcohol abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,30502,305.02,F1010,F10.10,"Alcohol abuse, episodic","Alcohol abuse, uncomplicated",9,0
Substance Abuse Disorder,30502,305.02,F10120,F10.120,"Alcohol abuse, episodic","Alcohol abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30502,305.02,F10129,F10.129,"Alcohol abuse, episodic","Alcohol abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,3051,305.1,F17200,F17.200,Tobacco use disorder,"Nicotine dependence, unspecified, uncomplicated",9,0
Substance Abuse Disorder,3051,305.1,F17201,F17.201,Tobacco use disorder,"Nicotine dependence, unspecified, in remission",10,0
Substance Abuse Disorder,3051,305.1,F17210,F17.210,Tobacco use disorder,"Nicotine dependence, cigarettes, uncomplicated",10,0
Substance Abuse Disorder,3051,305.1,F17211,F17.211,Tobacco use disorder,"Nicotine dependence, cigarettes, in remission",10,0
Substance Abuse Disorder,3051,305.1,F17220,F17.220,Tobacco use disorder,"Nicotine dependence, chewing tobacco, uncomplicated",10,0
Substance Abuse Disorder,3051,305.1,F17221,F17.221,Tobacco use disorder,"Nicotine dependence, chewing tobacco, in remission",10,0
Substance Abuse Disorder,3051,305.1,F17290,F17.290,Tobacco use disorder,"Nicotine dependence, other tobacco product, uncomplicated",10,0
Substance Abuse Disorder,3051,305.1,F17291,F17.291,Tobacco use disorder,"Nicotine dependence, other tobacco product, in remission",10,0
Substance Abuse Disorder,30520,305.2,F1210,F12.10,"Cannabis abuse, unspecified","Cannabis abuse, uncomplicated",9,0
Substance Abuse Disorder,30520,305.2,F1290,F12.90,"Cannabis abuse, unspecified","Cannabis use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30521,305.21,F1210,F12.10,"Cannabis abuse, continuous","Cannabis abuse, uncomplicated",9,0
Substance Abuse Disorder,30521,305.21,F1290,F12.90,"Cannabis abuse, continuous","Cannabis use, unspecified, uncomplicated",9,0
Substance Abuse Disorder,30522,305.22,F1210,F12.10,"Cannabis abuse, episodic","Cannabis abuse, uncomplicated",9,0
Substance Abuse Disorder,30522,305.22,F1290,F12.90,"Cannabis abuse, episodic","Cannabis use, unspecified, uncomplicated",9,0
Substance Abuse Disorder,30530,305.3,F1610,F16.10,"Hallucinogen abuse, unspecified","Hallucinogen abuse, uncomplicated",9,0
Substance Abuse Disorder,30530,305.3,F16120,F16.120,"Hallucinogen abuse, unspecified","Hallucinogen abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30530,305.3,F1690,F16.90,"Hallucinogen abuse, unspecified","Hallucinogen use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30531,305.31,F1610,F16.10,"Hallucinogen abuse, continuous","Hallucinogen abuse, uncomplicated",9,0
Substance Abuse Disorder,30531,305.31,F16120,F16.120,"Hallucinogen abuse, continuous","Hallucinogen abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30532,305.32,F1610,F16.10,"Hallucinogen abuse, episodic","Hallucinogen abuse, uncomplicated",9,0
Substance Abuse Disorder,30532,305.32,F16120,F16.120,"Hallucinogen abuse, episodic","Hallucinogen abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30540,305.4,F1310,F13.10,"Sedative, hypnotic or anxiolytic abuse, unspecified","Sedative, hypnotic or anxiolytic abuse, uncomplicated",9,0
Substance Abuse Disorder,30540,305.4,F13120,F13.120,"Sedative, hypnotic or anxiolytic abuse, unspecified","Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30540,305.4,F1390,F13.90,"Sedative, hypnotic or anxiolytic abuse, unspecified","Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30541,305.41,F1310,F13.10,"Sedative, hypnotic or anxiolytic abuse, continuous","Sedative, hypnotic or anxiolytic abuse, uncomplicated",9,0
Substance Abuse Disorder,30541,305.41,F13120,F13.120,"Sedative, hypnotic or anxiolytic abuse, continuous","Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30542,305.42,F1310,F13.10,"Sedative, hypnotic or anxiolytic abuse, episodic","Sedative, hypnotic or anxiolytic abuse, uncomplicated",9,0
Substance Abuse Disorder,30542,305.42,F13120,F13.120,"Sedative, hypnotic or anxiolytic abuse, episodic","Sedative, hypnotic or anxiolytic abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30550,305.5,F1110,F11.10,"Opioid abuse, unspecified","Opioid abuse, uncomplicated",9,0
Substance Abuse Disorder,30550,305.5,F11120,F11.120,"Opioid abuse, unspecified","Opioid abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30550,305.5,F11129,F11.129,"Opioid abuse, unspecified","Opioid abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,30550,305.5,F1190,F11.90,"Opioid abuse, unspecified","Opioid use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30551,305.51,F1110,F11.10,"Opioid abuse, continuous","Opioid abuse, uncomplicated",9,0
Substance Abuse Disorder,30551,305.51,F11120,F11.120,"Opioid abuse, continuous","Opioid abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30551,305.51,F11129,F11.129,"Opioid abuse, continuous","Opioid abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,30552,305.52,F1110,F11.10,"Opioid abuse, episodic","Opioid abuse, uncomplicated",9,0
Substance Abuse Disorder,30552,305.52,F11120,F11.120,"Opioid abuse, episodic","Opioid abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30552,305.52,F11129,F11.129,"Opioid abuse, episodic","Opioid abuse with intoxication, unspecified",10,0
Substance Abuse Disorder,30560,305.6,F1410,F14.10,"Cocaine abuse, unspecified","Cocaine abuse, uncomplicated",9,0
Substance Abuse Disorder,30560,305.6,F14120,F14.120,"Cocaine abuse, unspecified","Cocaine abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30560,305.6,F1490,F14.90,"Cocaine abuse, unspecified","Cocaine use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30561,305.61,F1410,F14.10,"Cocaine abuse, continuous","Cocaine abuse, uncomplicated",9,0
Substance Abuse Disorder,30561,305.61,F14120,F14.120,"Cocaine abuse, continuous","Cocaine abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30562,305.62,F1410,F14.10,"Cocaine abuse, episodic","Cocaine abuse, uncomplicated",9,0
Substance Abuse Disorder,30562,305.62,F14120,F14.120,"Cocaine abuse, episodic","Cocaine abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30570,305.7,F1510,F15.10,"Amphetamine or related acting sympathomimetic abuse, unspecified","Other stimulant abuse, uncomplicated",9,0
Substance Abuse Disorder,30570,305.7,F15120,F15.120,"Amphetamine or related acting sympathomimetic abuse, unspecified","Other stimulant abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30570,305.7,F1590,F15.90,"Amphetamine or related acting sympathomimetic abuse, unspecified","Other stimulant use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30571,305.71,F1510,F15.10,"Amphetamine or related acting sympathomimetic abuse, continuous","Other stimulant abuse, uncomplicated",9,0
Substance Abuse Disorder,30571,305.71,F15120,F15.120,"Amphetamine or related acting sympathomimetic abuse, continuous","Other stimulant abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30572,305.72,F1510,F15.10,"Amphetamine or related acting sympathomimetic abuse, episodic","Other stimulant abuse, uncomplicated",9,0
Substance Abuse Disorder,30572,305.72,F15120,F15.120,"Amphetamine or related acting sympathomimetic abuse, episodic","Other stimulant abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30580,305.8,F1910,F19.10,"Antidepressant type abuse, unspecified","Other psychoactive substance abuse, uncomplicated",9,0
Substance Abuse Disorder,30580,305.8,F19120,F19.120,"Antidepressant type abuse, unspecified","Other psychoactive substance abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30580,305.8,F1990,F19.90,"Antidepressant type abuse, unspecified","Other psychoactive substance use, unspecified, uncomplicated",10,0
Substance Abuse Disorder,30581,305.81,F1910,F19.10,"Antidepressant type abuse, continuous","Other psychoactive substance abuse, uncomplicated",9,0
Substance Abuse Disorder,30581,305.81,F19120,F19.120,"Antidepressant type abuse, continuous","Other psychoactive substance abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30582,305.82,F1910,F19.10,"Antidepressant type abuse, episodic","Other psychoactive substance abuse, uncomplicated",9,0
Substance Abuse Disorder,30582,305.82,F19120,F19.120,"Antidepressant type abuse, episodic","Other psychoactive substance abuse with intoxication, uncomplicated",10,0
Substance Abuse Disorder,30590,305.9,F1810,F18.10,"Other, mixed, or unspecified drug abuse, unspecified","Inhalant abuse, uncomplicated",9,0
